ID,Reason_absence,Month_absence,Day_week,Seasons,Transportation_expense,Distance_Residence_Work,Service_time,Age,Work_load_Average_day,Hit_target,Disciplinary_failure,Education,Son,Social_drinker,Social_smoker,Pet,Weight,Height,Body_mass_index,Absenteeism_hours
34,10,Junio,Miercoles,Verano,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,8
23,22,Junio,Jueves,Verano,378,49,11,36,275.089,96,0,1,2,0,1,4,65,174,21,8
12,19,Junio,Viernes,Verano,233,51,1,31,275.089,96,0,2,1,1,0,8,68,178,21,8
12,22,Junio,Jueves,Invierno,233,51,1,31,275.089,96,0,2,1,1,0,8,68,178,21,8
9,6,Julio,Lunes,Invierno,228,14,16,58,264.604,93,0,1,2,0,0,1,65,172,22,8
10,22,Julio,Miercoles,Invierno,361,52,3,28,264.604,93,0,1,1,1,0,4,80,172,27,8
28,22,Julio,Miercoles,Invierno,225,26,9,28,264.604,93,0,1,1,0,0,2,69,169,24,8
11,14,Julio,Martes,Invierno,289,36,13,33,264.604,93,0,1,2,1,0,1,90,172,30,8
10,25,Agosto,Lunes,Invierno,361,52,3,28,205.917,92,0,1,1,1,0,4,80,172,27,7
15,23,Octubre,Jueves,Primavera,291,31,12,40,253.465,93,0,1,1,1,0,1,73,171,25,5
15,23,Noviembre,Jueves,Primavera,291,31,12,40,306.345,93,0,1,1,1,0,1,73,171,25,5
22,1,Octubre,Miercoles,Primavera,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19,5
22,7,Octubre,Miercoles,Primavera,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19,5
28,23,Enero,Miercoles,Otono,225,26,9,28,330.061,100,0,1,1,0,0,2,69,169,24,5
34,28,Agosto,Martes,Invierno,118,10,10,37,249.797,93,0,1,0,0,0,0,83,172,28,5
14,25,Febrero,Lunes,Otono,155,12,14,34,264.249,97,0,1,2,1,0,0,95,196,25,5
11,26,Julio,Martes,Invierno,289,36,13,33,239.554,97,0,1,2,1,0,1,90,172,30,4
7,7,Julio,Jueves,Invierno,279,5,14,39,239.554,97,0,1,2,1,1,0,68,168,24,4
20,23,Julio,Viernes,Invierno,260,50,11,36,239.554,97,0,1,4,1,0,0,65,168,23,4
3,23,Julio,Miercoles,Invierno,179,51,18,38,239.554,97,0,1,0,1,0,0,89,170,31,4
20,28,Agosto,Viernes,Invierno,260,50,11,36,205.917,92,0,1,4,1,0,0,65,168,23,4
30,28,Agosto,Miercoles,Invierno,157,27,6,29,205.917,92,0,1,0,1,1,0,75,185,22,4
1,23,Agosto,Jueves,Invierno,235,11,14,37,205.917,92,0,3,1,0,0,1,88,172,29,4
19,11,Agosto,Jueves,Invierno,291,50,12,32,205.917,92,0,1,0,1,0,0,65,169,23,4
20,23,Agosto,Viernes,Invierno,260,50,11,36,205.917,92,0,1,4,1,0,0,65,168,23,4
34,23,Septiembre,Lunes,Invierno,118,10,10,37,241.476,92,0,1,0,0,0,0,83,172,28,4
3,23,Septiembre,Martes,Invierno,179,51,18,38,241.476,92,0,1,0,1,0,0,89,170,31,4
15,23,Septiembre,Jueves,Invierno,291,31,12,40,241.476,92,0,1,1,1,0,1,73,171,25,4
20,23,Septiembre,Viernes,Primavera,260,50,11,36,241.476,92,0,1,4,1,0,0,65,168,23,4
20,28,Noviembre,Viernes,Primavera,260,50,11,36,306.345,93,0,1,4,1,0,0,65,168,23,4
20,28,Marzo,Viernes,Otono,260,50,11,36,343.253,95,0,1,4,1,0,0,65,168,23,4
20,28,Abril,Viernes,Verano,260,50,11,36,326.452,96,0,1,4,1,0,0,65,168,23,4
27,7,Mayo,Miercoles,Verano,184,42,7,27,378.884,92,0,1,0,0,0,0,58,167,21,4
15,23,Junio,Jueves,Verano,291,31,12,40,377.55,94,0,1,1,1,0,1,73,171,25,4
14,23,Junio,Lunes,Verano,155,12,14,34,377.55,94,0,1,2,1,0,0,95,196,25,4
34,26,Julio,Viernes,Invierno,118,10,10,37,275.312,98,0,1,0,0,0,0,83,172,28,4
20,28,Agosto,Viernes,Invierno,260,50,11,36,265.615,94,0,1,4,1,0,0,65,168,23,4
11,23,Agosto,Martes,Invierno,289,36,13,33,265.615,94,0,1,2,1,0,1,90,172,30,4
15,28,Septiembre,Viernes,Invierno,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,4
20,28,Septiembre,Viernes,Invierno,260,50,11,36,294.217,81,0,1,4,1,0,0,65,168,23,4
1,26,Octubre,Lunes,Primavera,235,11,14,37,265.017,88,0,3,1,0,0,1,88,172,29,4
15,28,Octubre,Martes,Primavera,291,31,12,40,265.017,88,0,1,1,1,0,1,73,171,25,4
15,12,Noviembre,Viernes,Primavera,291,31,12,40,284.031,97,0,1,1,1,0,1,73,171,25,4
20,28,Diciembre,Viernes,Primavera,260,50,11,36,236.629,93,0,1,4,1,0,0,65,168,23,4
1,14,Diciembre,Martes,Otono,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29,4
14,23,Enero,Martes,Otono,155,12,14,34,330.061,100,0,1,2,1,0,0,95,196,25,4
36,26,Enero,Lunes,Otono,118,13,18,50,330.061,100,0,1,1,1,0,0,98,178,31,4
20,28,Marzo,Viernes,Otono,260,50,11,36,244.387,98,0,1,4,1,0,0,65,168,23,4
3,28,Abril,Miercoles,Verano,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,4
18,26,Abril,Viernes,Verano,330,16,4,28,239.409,98,0,2,0,0,0,0,84,182,25,4
13,22,Abril,Lunes,Verano,369,17,12,31,239.409,98,0,1,3,1,0,0,70,169,25,4
33,26,Abril,Lunes,Verano,248,25,14,47,239.409,98,0,1,2,0,0,1,86,165,32,4
20,28,Abril,Viernes,Verano,260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23,4
3,28,Abril,Lunes,Verano,179,51,18,38,239.409,98,0,1,0,1,0,0,89,170,31,4
3,28,Mayo,Miercoles,Verano,179,51,18,38,246.074,99,0,1,0,1,0,0,89,170,31,4
28,23,Junio,Jueves,Verano,225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24,4
20,28,Junio,Viernes,Verano,260,50,11,36,253.957,95,0,1,4,1,0,0,65,168,23,4
3,28,Junio,Lunes,Verano,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,4
28,25,Julio,Jueves,Invierno,225,26,9,28,230.29,92,0,1,1,0,0,2,69,169,24,4
20,26,Julio,Lunes,Invierno,260,50,11,36,230.29,92,0,1,4,1,0,0,65,168,23,4
3,25,Agosto,Jueves,Invierno,179,51,18,38,249.797,93,0,1,0,1,0,0,89,170,31,4
24,28,Agosto,Martes,Invierno,246,25,16,41,249.797,93,0,1,0,1,0,0,67,170,23,4
34,28,Agosto,Martes,Invierno,118,10,10,37,249.797,93,0,1,0,0,0,0,83,172,28,4
15,28,Agosto,Jueves,Invierno,291,31,12,40,249.797,93,0,1,1,1,0,1,73,171,25,4
3,25,Agosto,Lunes,Invierno,179,51,18,38,249.797,93,0,1,0,1,0,0,89,170,31,4
1,23,Agosto,Martes,Invierno,235,11,14,37,249.797,93,0,3,1,0,0,1,88,172,29,4
3,23,Septiembre,Lunes,Invierno,179,51,18,38,261.756,87,0,1,0,1,0,0,89,170,31,4
28,23,Octubre,Martes,Primavera,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,4
28,23,Noviembre,Viernes,Primavera,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,4
33,14,Noviembre,Jueves,Primavera,248,25,14,47,268.519,93,0,1,2,0,0,1,86,165,32,4
10,14,Diciembre,Jueves,Primavera,361,52,3,28,280.549,98,0,1,1,1,0,4,80,172,27,4
3,10,Marzo,Lunes,Otono,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,4
14,28,Abril,Martes,Verano,155,12,14,34,246.288,91,0,1,2,1,0,0,95,196,25,4
5,26,Julio,Miercoles,Invierno,235,20,13,43,264.604,93,0,1,1,1,0,0,106,167,38,4
34,28,Julio,Lunes,Invierno,118,10,10,37,264.604,93,0,1,0,0,0,0,83,172,28,4
1,11,Julio,Martes,Invierno,235,11,14,37,264.604,93,0,3,1,0,0,1,88,172,29,4
34,23,Septiembre,Lunes,Invierno,118,10,10,37,241.476,92,0,1,0,0,0,0,83,172,28,3
3,23,Septiembre,Martes,Invierno,179,51,18,38,241.476,92,0,1,0,1,0,0,89,170,31,3
28,18,Septiembre,Miercoles,Primavera,225,26,9,28,241.476,92,0,1,1,0,0,2,69,169,24,3
3,23,Septiembre,Miercoles,Primavera,179,51,18,38,241.476,92,0,1,0,1,0,0,89,170,31,3
3,23,Septiembre,Viernes,Primavera,179,51,18,38,241.476,92,0,1,0,1,0,0,89,170,31,3
3,23,Octubre,Martes,Primavera,179,51,18,38,253.465,93,0,1,0,1,0,0,89,170,31,3
34,23,Octubre,Martes,Primavera,118,10,10,37,253.465,93,0,1,0,0,0,0,83,172,28,3
3,23,Octubre,Viernes,Primavera,179,51,18,38,253.465,93,0,1,0,1,0,0,89,170,31,3
28,23,Octubre,Viernes,Primavera,225,26,9,28,253.465,93,0,1,1,0,0,2,69,169,24,3
28,23,Octubre,Miercoles,Primavera,225,26,9,28,253.465,93,0,1,1,0,0,2,69,169,24,3
20,28,Octubre,Viernes,Primavera,260,50,11,36,253.465,93,0,1,4,1,0,0,65,168,23,3
28,23,Noviembre,Miercoles,Primavera,225,26,9,28,306.345,93,0,1,1,0,0,2,69,169,24,3
28,13,Noviembre,Viernes,Primavera,225,26,9,28,306.345,93,0,1,1,0,0,2,69,169,24,3
28,28,Noviembre,Martes,Primavera,225,26,9,28,306.345,93,0,1,1,0,0,2,69,169,24,3
15,23,Noviembre,Jueves,Primavera,291,31,12,40,306.345,93,0,1,1,1,0,1,73,171,25,3
28,28,Diciembre,Jueves,Primavera,225,26,9,28,261.306,97,0,1,1,0,0,2,69,169,24,3
20,28,Diciembre,Viernes,Primavera,260,50,11,36,261.306,97,0,1,4,1,0,0,65,168,23,3
11,22,Enero,Jueves,Otono,289,36,13,33,308.593,95,0,1,2,1,0,1,90,172,30,3
28,25,Febrero,Jueves,Otono,225,26,9,28,302.585,99,0,1,1,0,0,2,69,169,24,3
30,19,Marzo,Martes,Otono,157,27,6,29,343.253,95,0,1,0,1,1,0,75,185,22,3
33,14,Marzo,Viernes,Otono,248,25,14,47,343.253,95,0,1,2,0,0,1,86,165,32,3
3,13,Marzo,Miercoles,Verano,179,51,18,38,343.253,95,0,1,0,1,0,0,89,170,31,3
33,14,Marzo,Viernes,Verano,248,25,14,47,343.253,95,0,1,2,0,0,1,86,165,32,3
15,23,Abril,Viernes,Verano,291,31,12,40,326.452,96,0,1,1,1,0,1,73,171,25,3
1,7,Abril,Viernes,Verano,235,11,14,37,326.452,96,0,3,1,0,0,1,88,172,29,3
30,25,Julio,Lunes,Invierno,157,27,6,29,275.312,98,0,1,0,1,1,0,75,185,22,3
30,19,Agosto,Viernes,Invierno,157,27,6,29,265.615,94,0,1,0,1,1,0,75,185,22,3
36,13,Agosto,Jueves,Invierno,118,13,18,50,265.615,94,0,1,1,1,0,0,98,178,31,3
3,23,Septiembre,Viernes,Invierno,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,3
15,28,Septiembre,Martes,Invierno,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,3
15,28,Septiembre,Viernes,Primavera,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,3
34,7,Octubre,Lunes,Primavera,118,10,10,37,265.017,88,0,1,0,0,0,0,83,172,28,3
20,28,Octubre,Viernes,Primavera,260,50,11,36,265.017,88,0,1,4,1,0,0,65,168,23,3
20,28,Noviembre,Viernes,Primavera,260,50,11,36,284.031,97,0,1,4,1,0,0,65,168,23,3
34,11,Noviembre,Miercoles,Primavera,118,10,10,37,284.031,97,0,1,0,0,0,0,83,172,28,3
3,28,Noviembre,Jueves,Primavera,179,51,18,38,284.031,97,0,1,0,1,0,0,89,170,31,3
28,12,Diciembre,Lunes,Primavera,225,26,9,28,236.629,93,0,1,1,0,0,2,69,169,24,3
1,23,Diciembre,Lunes,Primavera,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29,3
3,28,Diciembre,Lunes,Otono,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,3
3,27,Febrero,Miercoles,Otono,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3
11,22,Febrero,Viernes,Otono,289,36,13,33,251.818,96,0,1,2,1,0,1,90,172,30,3
20,28,Febrero,Viernes,Otono,260,50,11,36,251.818,96,0,1,4,1,0,0,65,168,23,3
3,23,Febrero,Viernes,Otono,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3
3,27,Febrero,Viernes,Otono,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3
3,27,Febrero,Lunes,Otono,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,3
36,14,Marzo,Martes,Verano,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31,3
20,28,Abril,Viernes,Verano,260,50,11,36,239.409,98,0,1,4,1,0,0,65,168,23,3
22,23,Mayo,Miercoles,Verano,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,3
20,28,Mayo,Viernes,Verano,260,50,11,36,246.074,99,0,1,4,1,0,0,65,168,23,3
17,8,Mayo,Lunes,Verano,179,22,17,40,246.074,99,0,2,2,0,1,0,63,170,22,3
28,25,Mayo,Miercoles,Verano,225,26,9,28,246.074,99,0,1,1,0,0,2,69,169,24,3
34,23,Junio,Lunes,Verano,118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28,3
3,28,Junio,Lunes,Verano,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,3
24,28,Junio,Martes,Verano,246,25,16,41,253.957,95,0,1,0,1,0,0,67,170,23,3
20,28,Agosto,Lunes,Invierno,260,50,11,36,249.797,93,0,1,4,1,0,0,65,168,23,3
34,28,Septiembre,Martes,Invierno,118,10,10,37,261.756,87,0,1,0,0,0,0,83,172,28,3
25,11,Octubre,Jueves,Primavera,235,16,8,32,284.853,91,0,3,0,0,0,0,75,178,25,3
32,14,Octubre,Miercoles,Primavera,289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36,3
13,23,Octubre,Martes,Primavera,369,17,12,31,284.853,91,0,1,3,1,0,0,70,169,25,3
3,28,Octubre,Miercoles,Primavera,179,51,18,38,284.853,91,0,1,0,1,0,0,89,170,31,3
28,10,Octubre,Viernes,Primavera,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,3
28,13,Octubre,Martes,Primavera,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,3
34,28,Noviembre,Miercoles,Primavera,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,3
28,14,Noviembre,Jueves,Primavera,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,3
28,23,Diciembre,Miercoles,Primavera,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3
28,23,Diciembre,Viernes,Primavera,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3
28,23,Diciembre,Jueves,Primavera,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3
22,13,Enero,Lunes,Otono,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,3
17,18,Enero,Viernes,Otono,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,3
3,27,Enero,Miercoles,Otono,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,3
3,27,Enero,Jueves,Otono,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,3
28,23,Febrero,Martes,Otono,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,3
28,28,Febrero,Jueves,Otono,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,3
3,27,Febrero,Miercoles,Otono,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,3
3,27,Febrero,Jueves,Otono,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,3
28,25,Febrero,Jueves,Otono,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,3
3,27,Febrero,Viernes,Otono,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,3
12,12,Febrero,Miercoles,Otono,233,51,1,31,264.249,97,0,2,1,1,0,8,68,178,21,3
25,25,Febrero,Lunes,Otono,235,16,8,32,264.249,97,0,3,0,0,0,0,75,178,25,3
9,25,Marzo,Martes,Otono,228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22,3
33,25,Marzo,Martes,Otono,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,3
3,27,Marzo,Jueves,Otono,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
22,27,Marzo,Viernes,Otono,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,3
25,25,Marzo,Lunes,Otono,235,16,8,32,222.196,99,0,3,0,0,0,0,75,178,25,3
3,27,Marzo,Lunes,Otono,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
33,23,Marzo,Jueves,Otono,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,3
3,27,Marzo,Viernes,Otono,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
3,27,Marzo,Martes,Verano,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
3,27,Marzo,Miercoles,Verano,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
3,27,Marzo,Jueves,Verano,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3
36,23,Abril,Martes,Verano,118,13,18,50,246.288,91,0,1,1,1,0,0,98,178,31,3
25,16,Abril,Martes,Verano,235,16,8,32,246.288,91,0,3,0,0,0,0,75,178,25,3
29,19,Mayo,Miercoles,Verano,225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28,3
34,8,Mayo,Miercoles,Verano,118,10,10,37,237.656,99,0,1,0,0,0,0,83,172,28,3
36,5,Mayo,Martes,Verano,118,13,18,50,237.656,99,0,1,1,1,0,0,98,178,31,3
28,6,Mayo,Miercoles,Verano,225,26,9,28,237.656,99,0,1,1,0,0,2,69,169,24,3
22,27,Junio,Miercoles,Verano,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,3
36,19,Junio,Jueves,Verano,118,13,18,50,275.089,96,0,1,1,1,0,0,98,178,31,3
22,13,Junio,Lunes,Invierno,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,3
34,25,Junio,Lunes,Invierno,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,3
34,10,Junio,Miercoles,Invierno,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,3
12,22,Junio,Miercoles,Invierno,233,51,1,31,275.089,96,0,2,1,1,0,8,68,178,21,3
3,23,Julio,Miercoles,Invierno,179,51,18,38,239.554,97,0,1,0,1,0,0,89,170,31,2
11,23,Julio,Jueves,Invierno,289,36,13,33,239.554,97,0,1,2,1,0,1,90,172,30,2
3,23,Julio,Viernes,Invierno,179,51,18,38,239.554,97,0,1,0,1,0,0,89,170,31,2
33,23,Agosto,Miercoles,Invierno,248,25,14,47,205.917,92,0,1,2,0,0,1,86,165,32,2
3,23,Agosto,Viernes,Invierno,179,51,18,38,205.917,92,0,1,0,1,0,0,89,170,31,2
3,23,Agosto,Lunes,Invierno,179,51,18,38,205.917,92,0,1,0,1,0,0,89,170,31,2
27,23,Septiembre,Martes,Invierno,184,42,7,27,241.476,92,0,1,0,0,0,0,58,167,21,2
14,23,Septiembre,Miercoles,Invierno,155,12,14,34,241.476,92,0,1,2,1,0,0,95,196,25,2
28,23,Septiembre,Martes,Primavera,225,26,9,28,241.476,92,0,1,1,0,0,2,69,169,24,2
34,23,Septiembre,Martes,Primavera,118,10,10,37,241.476,92,0,1,0,0,0,0,83,172,28,2
28,23,Octubre,Miercoles,Primavera,225,26,9,28,253.465,93,0,1,1,0,0,2,69,169,24,2
33,23,Octubre,Miercoles,Primavera,248,25,14,47,253.465,93,0,1,2,0,0,1,86,165,32,2
28,28,Octubre,Martes,Primavera,225,26,9,28,253.465,93,0,1,1,0,0,2,69,169,24,2
36,23,Diciembre,Miercoles,Primavera,118,13,18,50,261.306,97,0,1,1,1,0,0,98,178,31,2
28,23,Diciembre,Jueves,Primavera,225,26,9,28,261.306,97,0,1,1,0,0,2,69,169,24,2
28,23,Diciembre,Martes,Primavera,225,26,9,28,261.306,97,0,1,1,0,0,2,69,169,24,2
34,27,Diciembre,Viernes,Primavera,118,10,10,37,261.306,97,0,1,0,0,0,0,83,172,28,2
28,23,Diciembre,Viernes,Otono,225,26,9,28,261.306,97,0,1,1,0,0,2,69,169,24,2
28,27,Enero,Miercoles,Otono,225,26,9,28,308.593,95,0,1,1,0,0,2,69,169,24,2
27,23,Enero,Jueves,Otono,184,42,7,27,308.593,95,0,1,0,0,0,0,58,167,21,2
28,28,Enero,Jueves,Otono,225,26,9,28,308.593,95,0,1,1,0,0,2,69,169,24,2
34,27,Enero,Lunes,Otono,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,2
28,27,Enero,Martes,Otono,225,26,9,28,308.593,95,0,1,1,0,0,2,69,169,24,2
34,27,Enero,Martes,Otono,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,2
34,27,Enero,Miercoles,Otono,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,2
34,27,Enero,Jueves,Otono,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,2
34,27,Enero,Viernes,Otono,118,10,10,37,308.593,95,0,1,0,0,0,0,83,172,28,2
14,28,Febrero,Jueves,Otono,155,12,14,34,302.585,99,0,1,2,1,0,0,95,196,25,2
20,28,Febrero,Viernes,Otono,260,50,11,36,302.585,99,0,1,4,1,0,0,65,168,23,2
28,28,Febrero,Lunes,Otono,225,26,9,28,302.585,99,0,1,1,0,0,2,69,169,24,2
28,23,Febrero,Martes,Otono,225,26,9,28,302.585,99,0,1,1,0,0,2,69,169,24,2
19,28,Marzo,Martes,Otono,291,50,12,32,343.253,95,0,1,0,1,0,0,65,169,23,2
28,23,Marzo,Miercoles,Otono,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,2
28,28,Marzo,Viernes,Verano,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,2
28,28,Abril,Viernes,Verano,225,26,9,28,326.452,96,0,1,1,0,0,2,69,169,24,2
14,28,Mayo,Jueves,Verano,155,12,14,34,378.884,92,0,1,2,1,0,0,95,196,25,2
14,28,Mayo,Lunes,Verano,155,12,14,34,378.884,92,0,1,2,1,0,0,95,196,25,2
3,11,Junio,Viernes,Verano,179,51,18,38,377.55,94,0,1,0,1,0,0,89,170,31,2
32,28,Junio,Lunes,Invierno,289,48,29,49,377.55,94,0,1,0,0,0,2,108,172,36,2
28,28,Junio,Jueves,Invierno,225,26,9,28,377.55,94,0,1,1,0,0,2,69,169,24,2
14,25,Julio,Viernes,Invierno,155,12,14,34,275.312,98,0,1,2,1,0,0,95,196,25,2
26,14,Agosto,Jueves,Invierno,300,26,13,43,265.615,94,0,1,2,1,1,1,77,175,25,2
33,25,Agosto,Lunes,Invierno,248,25,14,47,265.615,94,0,1,2,0,0,1,86,165,32,2
5,23,Octubre,Lunes,Primavera,235,20,13,43,265.017,88,0,1,1,1,0,0,106,167,38,2
33,23,Noviembre,Lunes,Primavera,248,25,14,47,284.031,97,0,1,2,0,0,1,86,165,32,2
1,25,Noviembre,Jueves,Primavera,235,11,14,37,284.031,97,0,3,1,0,0,1,88,172,29,2
3,28,Diciembre,Lunes,Primavera,179,51,18,38,236.629,93,0,1,0,1,0,0,89,170,31,2
1,25,Diciembre,Jueves,Primavera,235,11,14,37,236.629,93,0,3,1,0,0,1,88,172,29,2
30,28,Diciembre,Lunes,Otono,157,27,6,29,236.629,93,0,1,0,1,1,0,75,185,22,2
14,23,Enero,Lunes,Otono,155,12,14,34,330.061,100,0,1,2,1,0,0,95,196,25,2
34,28,Febrero,Martes,Otono,118,10,10,37,251.818,96,0,1,0,0,0,0,83,172,28,2
3,27,Febrero,Lunes,Otono,179,51,18,38,251.818,96,0,1,0,1,0,0,89,170,31,2
24,23,Febrero,Martes,Otono,246,25,16,41,251.818,96,0,1,0,1,0,0,67,170,23,2
15,23,Febrero,Martes,Otono,291,31,12,40,251.818,96,0,1,1,1,0,1,73,171,25,2
24,28,Marzo,Viernes,Otono,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23,2
3,28,Marzo,Lunes,Otono,179,51,18,38,244.387,98,0,1,0,1,0,0,89,170,31,2
36,23,Marzo,Viernes,Verano,118,13,18,50,244.387,98,0,1,1,1,0,0,98,178,31,2
24,28,Marzo,Martes,Verano,246,25,16,41,244.387,98,0,1,0,1,0,0,67,170,23,2
34,11,Abril,Miercoles,Verano,118,10,10,37,239.409,98,0,1,0,0,0,0,83,172,28,2
33,23,Mayo,Miercoles,Verano,248,25,14,47,246.074,99,0,1,2,0,0,1,86,165,32,2
17,11,Mayo,Lunes,Verano,179,22,17,40,246.074,99,0,2,2,0,1,0,63,170,22,2
22,25,Mayo,Lunes,Verano,179,26,9,30,246.074,99,0,3,0,0,0,0,56,171,19,2
34,28,Junio,Martes,Verano,118,10,10,37,253.957,95,0,1,0,0,0,0,83,172,28,2
3,28,Junio,Lunes,Invierno,179,51,18,38,253.957,95,0,1,0,1,0,0,89,170,31,2
28,23,Junio,Miercoles,Invierno,225,26,9,28,253.957,95,0,1,1,0,0,2,69,169,24,2
36,23,Junio,Miercoles,Invierno,118,13,18,50,253.957,95,0,1,1,1,0,0,98,178,31,2
22,21,Junio,Miercoles,Invierno,179,26,9,30,253.957,95,0,3,0,0,0,0,56,171,19,2
24,28,Junio,Viernes,Invierno,246,25,16,41,253.957,95,0,1,0,1,0,0,67,170,23,2
22,23,Julio,Jueves,Invierno,179,26,9,30,230.29,92,0,3,0,0,0,0,56,171,19,2
24,28,Julio,Martes,Invierno,246,25,16,41,230.29,92,0,1,0,1,0,0,67,170,23,2
7,23,Julio,Jueves,Invierno,279,5,14,39,230.29,92,0,1,2,1,1,0,68,168,24,2
15,28,Agosto,Jueves,Invierno,291,31,12,40,249.797,93,0,1,1,1,0,1,73,171,25,2
14,23,Septiembre,Martes,Invierno,155,12,14,34,261.756,87,0,1,2,1,0,0,95,196,25,2
15,28,Septiembre,Jueves,Invierno,291,31,12,40,261.756,87,0,1,1,1,0,1,73,171,25,2
22,23,Septiembre,Lunes,Invierno,179,26,9,30,261.756,87,0,3,0,0,0,0,56,171,19,2
15,28,Octubre,Miercoles,Primavera,291,31,12,40,284.853,91,0,1,1,1,0,1,73,171,25,2
34,23,Octubre,Martes,Primavera,118,10,10,37,284.853,91,0,1,0,0,0,0,83,172,28,2
32,23,Octubre,Jueves,Primavera,289,48,29,49,284.853,91,0,1,0,0,0,2,108,172,36,2
28,23,Octubre,Martes,Primavera,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,2
15,28,Noviembre,Miercoles,Primavera,291,31,12,40,268.519,93,0,1,1,1,0,1,73,171,25,2
34,13,Noviembre,Jueves,Primavera,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,2
28,23,Noviembre,Martes,Primavera,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,2
28,23,Noviembre,Viernes,Primavera,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,2
10,28,Noviembre,Lunes,Primavera,361,52,3,28,268.519,93,0,1,1,1,0,4,80,172,27,2
17,18,Diciembre,Viernes,Primavera,179,22,17,40,280.549,98,0,2,2,0,1,0,63,170,22,2
28,23,Diciembre,Martes,Primavera,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,2
